,Entity,Code,Year,Working hours (hours per person engaged),GDP per capita (int.-$) (constant 2011 international $),Unnamed: 5
35127,Russia,RUS,1951.0,0.0,0.0,104305000.0
35128,Russia,RUS,1952.0,0.0,0.0,105967000.0
35129,Russia,RUS,1953.0,0.0,0.0,107727000.0
35130,Russia,RUS,1954.0,0.0,0.0,109537000.0
35131,Russia,RUS,1955.0,0.0,0.0,111355000.0
35132,Russia,RUS,1956.0,0.0,0.0,113154000.0
35133,Russia,RUS,1957.0,0.0,0.0,114914000.0
35134,Russia,RUS,1958.0,0.0,0.0,116622000.0
35135,Russia,RUS,1959.0,0.0,0.0,118276000.0
35136,Russia,RUS,1960.0,0.0,0.0,119872000.0
35137,Russia,RUS,1961.0,0.0,0.0,121404000.0
35138,Russia,RUS,1962.0,0.0,0.0,122858000.0
35139,Russia,RUS,1963.0,0.0,0.0,124210000.0
35140,Russia,RUS,1964.0,0.0,0.0,125431000.0
35141,Russia,RUS,1965.0,0.0,0.0,126504000.0
35142,Russia,RUS,1966.0,0.0,0.0,127417000.0
35143,Russia,RUS,1967.0,0.0,0.0,128187000.0
35144,Russia,RUS,1968.0,0.0,0.0,128860000.0
35145,Russia,RUS,1969.0,0.0,0.0,129498000.0
35146,Russia,RUS,1970.0,0.0,0.0,130149000.0
35147,Russia,RUS,1971.0,0.0,0.0,130831000.0
35148,Russia,RUS,1972.0,0.0,0.0,131540000.0
35149,Russia,RUS,1973.0,0.0,0.0,132276000.0
35150,Russia,RUS,1974.0,0.0,0.0,133032000.0
35151,Russia,RUS,1975.0,0.0,0.0,133805000.0
35152,Russia,RUS,1976.0,0.0,0.0,134596000.0
35153,Russia,RUS,1977.0,0.0,0.0,135412992.0
35154,Russia,RUS,1978.0,0.0,0.0,136260000.0
35155,Russia,RUS,1979.0,0.0,0.0,137139008.0
35156,Russia,RUS,1980.0,0.0,0.0,138052992.0
35157,Russia,RUS,1981.0,0.0,0.0,138994000.0
35158,Russia,RUS,1982.0,0.0,0.0,139955008.0
35159,Russia,RUS,1983.0,0.0,0.0,140936000.0
35160,Russia,RUS,1984.0,0.0,0.0,141938000.0
35161,Russia,RUS,1985.0,0.0,0.0,142956992.0
35162,Russia,RUS,1986.0,0.0,0.0,143995008.0
35163,Russia,RUS,1987.0,0.0,0.0,145032992.0
35164,Russia,RUS,1988.0,0.0,0.0,146012992.0
35165,Russia,RUS,1989.0,0.0,0.0,146864000.0
35166,Russia,RUS,1990.0,0.0,20639.00054,147532000.0
35167,Russia,RUS,1991.0,0.0,19553.5856,147996000.0
35168,Russia,RUS,1992.0,1933.0,16704.93383,148268992.0
35169,Russia,RUS,1993.0,1939.0,15274.22059,148374000.0
35170,Russia,RUS,1994.0,1895.0,13370.85335,148348992.0
35171,Russia,RUS,1995.0,1891.0,12813.39668,148227008.0
35172,Russia,RUS,1996.0,1894.0,12370.09599,148020992.0
35173,Russia,RUS,1997.0,1951.0,12564.03096,147730000.0
35174,Russia,RUS,1998.0,1946.0,11917.846459999999,147360992.0
35175,Russia,RUS,1999.0,1964.0,12719.892890000001,146916000.0
35176,Russia,RUS,2000.0,1982.0,14050.851340000001,146404992.0
35177,Russia,RUS,2001.0,1980.0,14829.082980000001,145831008.0
35178,Russia,RUS,2002.0,1982.0,15604.14949,145216000.0
35179,Russia,RUS,2003.0,1993.0,16818.74263,144611008.0
35180,Russia,RUS,2004.0,1993.0,18098.36708,144080992.0
35181,Russia,RUS,2005.0,1989.0,19325.93574,143672000.0
35182,Russia,RUS,2006.0,1998.0,20970.1899,143403008.0
35183,Russia,RUS,2007.0,1999.0,22798.970830000002,143266000.0
35184,Russia,RUS,2008.0,1997.0,24005.99668,143248992.0
35185,Russia,RUS,2009.0,1974.0,22121.85249,143327008.0
35186,Russia,RUS,2010.0,1976.0,23107.785219999998,143479008.0
35187,Russia,RUS,2011.0,1979.0,24310.04397,143703008.0
35188,Russia,RUS,2012.0,1982.0,25156.42094,143994000.0
35189,Russia,RUS,2013.0,1980.0,25551.089969999997,144324992.0
35190,Russia,RUS,2014.0,1985.0,25284.5862,144664992.0
35191,Russia,RUS,2015.0,1978.0,24516.54995,144984992.0
35192,Russia,RUS,2016.0,1974.0,24416.623880000003,145275008.0
35193,Russia,RUS,2017.0,1974.0,24765.95363,145530000.0
35194,Russia,RUS,2018.0,0.0,0.0,145734000.0
35195,Russia,RUS,2019.0,0.0,0.0,145872000.0
39454,South Africa,ZAF,1950.0,0.0,0.0,13628000.0
39455,South Africa,ZAF,1951.0,0.0,0.0,13922000.0
39456,South Africa,ZAF,1952.0,0.0,0.0,14226000.0
39457,South Africa,ZAF,1953.0,0.0,0.0,14542000.0
39458,South Africa,ZAF,1954.0,0.0,0.0,14868000.0
39459,South Africa,ZAF,1955.0,0.0,0.0,15207000.0
39460,South Africa,ZAF,1956.0,0.0,0.0,15557000.0
39461,South Africa,ZAF,1957.0,0.0,0.0,15921000.0
39462,South Africa,ZAF,1958.0,0.0,0.0,16299000.0
39463,South Africa,ZAF,1959.0,0.0,0.0,16691000.0
39464,South Africa,ZAF,1960.0,0.0,0.0,17100000.0
39465,South Africa,ZAF,1961.0,0.0,0.0,17525000.0
39466,South Africa,ZAF,1962.0,0.0,0.0,17966000.0
39467,South Africa,ZAF,1963.0,0.0,0.0,18423000.0
39468,South Africa,ZAF,1964.0,0.0,0.0,18896000.0
39469,South Africa,ZAF,1965.0,0.0,0.0,19385000.0
39470,South Africa,ZAF,1966.0,0.0,0.0,19888000.0
39471,South Africa,ZAF,1967.0,0.0,0.0,20407000.0
39472,South Africa,ZAF,1968.0,0.0,0.0,20942000.0
39473,South Africa,ZAF,1969.0,0.0,0.0,21496000.0
39474,South Africa,ZAF,1970.0,0.0,0.0,22070000.0
39475,South Africa,ZAF,1971.0,0.0,0.0,22665000.0
39476,South Africa,ZAF,1972.0,0.0,0.0,23282000.0
39477,South Africa,ZAF,1973.0,0.0,0.0,23913000.0
39478,South Africa,ZAF,1974.0,0.0,0.0,24553000.0
39479,South Africa,ZAF,1975.0,0.0,0.0,25195000.0
39480,South Africa,ZAF,1976.0,0.0,0.0,25837000.0
39481,South Africa,ZAF,1977.0,0.0,0.0,26481000.0
39482,South Africa,ZAF,1978.0,0.0,0.0,27139000.0
39483,South Africa,ZAF,1979.0,0.0,0.0,27827000.0
39484,South Africa,ZAF,1980.0,0.0,0.0,28557000.0
39485,South Africa,ZAF,1981.0,0.0,0.0,29333000.0
39486,South Africa,ZAF,1982.0,0.0,0.0,30150000.0
39487,South Africa,ZAF,1983.0,0.0,0.0,30994000.0
39488,South Africa,ZAF,1984.0,0.0,0.0,31842000.0
39489,South Africa,ZAF,1985.0,0.0,0.0,32679000.0
39490,South Africa,ZAF,1986.0,0.0,0.0,33496000.0
39491,South Africa,ZAF,1987.0,0.0,0.0,34298000.0
39492,South Africa,ZAF,1988.0,0.0,0.0,35101000.0
39493,South Africa,ZAF,1989.0,0.0,0.0,35930000.0
39494,South Africa,ZAF,1990.0,0.0,9696.384085,36801000.0
39495,South Africa,ZAF,1991.0,0.0,9378.590638,37719000.0
39496,South Africa,ZAF,1992.0,0.0,8963.083127,38673000.0
39497,South Africa,ZAF,1993.0,0.0,8862.016475,39634000.0
39498,South Africa,ZAF,1994.0,0.0,8944.71037,40564000.0
39499,South Africa,ZAF,1995.0,0.0,9032.900247,41436000.0
39500,South Africa,ZAF,1996.0,0.0,9243.94213,42241000.0
39501,South Africa,ZAF,1997.0,0.0,9323.756817,42987000.0
39502,South Africa,ZAF,1998.0,0.0,9220.957918,43682000.0
39503,South Africa,ZAF,1999.0,0.0,9294.563712000001,44339000.0
39504,South Africa,ZAF,2000.0,0.0,9538.968503,44968000.0
39505,South Africa,ZAF,2001.0,2376.3381,9661.165358,45571000.0
39506,South Africa,ZAF,2002.0,2382.7659,9878.963128,46151000.0
39507,South Africa,ZAF,2003.0,2318.6794,10037.42149,46719000.0
39508,South Africa,ZAF,2004.0,2342.2734,10364.36297,47292000.0
39509,South Africa,ZAF,2005.0,2399.4282,10783.194959999999,47881000.0
39510,South Africa,ZAF,2006.0,2315.748,11261.95976,48489000.0
39511,South Africa,ZAF,2007.0,2322.1228,11741.35315,49120000.0
39512,South Africa,ZAF,2008.0,2284.2344,11989.86005,49779000.0
39513,South Africa,ZAF,2009.0,2249.3083,11676.04494,50477000.0
39514,South Africa,ZAF,2010.0,2235.7429,11887.80503,51217000.0
39515,South Africa,ZAF,2011.0,2254.5857,12118.73786,52004000.0
39516,South Africa,ZAF,2012.0,2224.1082,12215.25187,52833000.0
39517,South Africa,ZAF,2013.0,2211.9863,12339.7324,53687000.0
39518,South Africa,ZAF,2014.0,2209.0916,12389.714670000001,54544000.0
39519,South Africa,ZAF,2015.0,2209.0916,12377.659259999999,55386000.0
39520,South Africa,ZAF,2016.0,2209.0916,12286.69712,56208000.0
39521,South Africa,ZAF,2017.0,2209.0916,12294.87614,57010000.0
39522,South Africa,ZAF,2018.0,0.0,0.0,57793000.0
39523,South Africa,ZAF,2019.0,0.0,0.0,58558000.0
39730,South Korea,KOR,1950.0,0.0,0.0,19211000.0
39731,South Korea,KOR,1951.0,0.0,0.0,19453000.0
39732,South Korea,KOR,1952.0,0.0,0.0,19818000.0
39733,South Korea,KOR,1953.0,2304.5479,0.0,20293000.0
39734,South Korea,KOR,1954.0,2325.1472,0.0,20864000.0
39735,South Korea,KOR,1955.0,2345.9309,0.0,21515000.0
39736,South Korea,KOR,1956.0,2366.9004,0.0,22227000.0
39737,South Korea,KOR,1957.0,2388.0574,0.0,22984000.0
39738,South Korea,KOR,1958.0,2409.4033,0.0,23766000.0
39739,South Korea,KOR,1959.0,2430.9402,0.0,24553000.0
39740,South Korea,KOR,1960.0,2452.6694,0.0,25330000.0
39741,South Korea,KOR,1961.0,2474.593,0.0,26084000.0
39742,South Korea,KOR,1962.0,2496.7126,0.0,26812000.0
39743,South Korea,KOR,1963.0,2519.03,0.0,27518000.0
39744,South Korea,KOR,1964.0,2439.4817,0.0,28210000.0
39745,South Korea,KOR,1965.0,2545.5459,0.0,28896000.0
39746,South Korea,KOR,1966.0,2529.6362,0.0,29573000.0
39747,South Korea,KOR,1967.0,2561.4556,0.0,30237000.0
39748,South Korea,KOR,1968.0,2609.1846,0.0,30892000.0
39749,South Korea,KOR,1969.0,2667.52,0.0,31544000.0
39750,South Korea,KOR,1970.0,2561.4556,0.0,32196000.0
39751,South Korea,KOR,1971.0,2625.0942,0.0,32851000.0
39752,South Korea,KOR,1972.0,2688.7329,0.0,33507000.0
39753,South Korea,KOR,1973.0,2736.4619,0.0,34154000.0
39754,South Korea,KOR,1974.0,2789.4941,0.0,34781000.0
39755,South Korea,KOR,1975.0,2810.7070000000003,0.0,35379000.0
39756,South Korea,KOR,1976.0,2895.5586,0.0,35942000.0
39757,South Korea,KOR,1977.0,2863.7393,0.0,36475000.0
39758,South Korea,KOR,1978.0,2895.5586,0.0,36992000.0
39759,South Korea,KOR,1979.0,2879.6489,0.0,37511000.0
39760,South Korea,KOR,1980.0,2863.7393,0.0,38046000.0
39761,South Korea,KOR,1981.0,2879.7378,0.0,38602000.0
39762,South Korea,KOR,1982.0,2892.7366,0.0,39175000.0
39763,South Korea,KOR,1983.0,2910.7349,0.0,39748000.0
39764,South Korea,KOR,1984.0,2906.7354,0.0,40296000.0
39765,South Korea,KOR,1985.0,2881.7375,0.0,40804000.0
39766,South Korea,KOR,1986.0,2910.7349,0.0,41265000.0
39767,South Korea,KOR,1987.0,2879.7378,0.0,41687000.0
39768,South Korea,KOR,1988.0,2833.7419,0.0,42087000.0
39769,South Korea,KOR,1989.0,2730.7515,0.0,42491000.0
39770,South Korea,KOR,1990.0,2676.7563,11632.598559999999,42918000.0
39771,South Korea,KOR,1991.0,2660.7578,12710.599740000001,43373000.0
39772,South Korea,KOR,1992.0,2638.7598,13356.02923,43848000.0
39773,South Korea,KOR,1993.0,2655.6575,14126.253519999998,44335000.0
39774,South Korea,KOR,1994.0,2640.1453,15272.29744,44820000.0
39775,South Korea,KOR,1995.0,2647.2344,16566.4157,45293000.0
39776,South Korea,KOR,1996.0,2636.5608,17655.53145,45751000.0
39777,South Korea,KOR,1997.0,2580.8613,18526.58138,46196000.0
39778,South Korea,KOR,1998.0,2485.8723,17386.98682,46621000.0
39779,South Korea,KOR,1999.0,2492.0903,19216.14147,47017000.0
39780,South Korea,KOR,2000.0,2509.2881,20756.7799,47379000.0
39781,South Korea,KOR,2001.0,2495.9204,21530.26336,47706000.0
39782,South Korea,KOR,2002.0,2454.8811,22997.18714,48000000.0
39783,South Korea,KOR,2003.0,2423.6482,23549.36645,48261000.0
39784,South Korea,KOR,2004.0,2391.532,24605.53486,48493000.0
39785,South Korea,KOR,2005.0,2351.3191,25516.82419,48701000.0
39786,South Korea,KOR,2006.0,2345.9138,26697.03261,48880000.0
39787,South Korea,KOR,2007.0,2306.1985,28013.70442,49035000.0
39788,South Korea,KOR,2008.0,2212.9114,28588.37212,49182000.0
39789,South Korea,KOR,2009.0,2168.053,28642.8379,49347000.0
39790,South Korea,KOR,2010.0,2157.0649,30352.10482,49546000.0
39791,South Korea,KOR,2011.0,2127.1472,31228.5107,49786000.0
39792,South Korea,KOR,2012.0,2103.2305,31776.89703,50061000.0
39793,South Korea,KOR,2013.0,2094.2297,32548.715519999998,50346000.0
39794,South Korea,KOR,2014.0,2069.3149,33425.689589999994,50608000.0
39795,South Korea,KOR,2015.0,2076.2959,34177.65447,50823000.0
39796,South Korea,KOR,2016.0,2063.3315,35020.411510000005,50983000.0
39797,South Korea,KOR,2017.0,2063.3315,35938.37422,51096000.0
39798,South Korea,KOR,2018.0,0.0,0.0,51172000.0
39799,South Korea,KOR,2019.0,0.0,0.0,51225000.0
41354,Sweden,SWE,1950.0,1989.3108,0.0,7010000.0
41355,Sweden,SWE,1951.0,1980.4301,0.0,7073000.0
41356,Sweden,SWE,1952.0,1980.4301,0.0,7128000.0
41357,Sweden,SWE,1953.0,1960.6948,0.0,7176000.0
41358,Sweden,SWE,1954.0,1971.5492,0.0,7220000.0
41359,Sweden,SWE,1955.0,1960.6948,0.0,7263000.0
41360,Sweden,SWE,1956.0,1936.0258,0.0,7305000.0
41361,Sweden,SWE,1957.0,1936.0258,0.0,7347000.0
41362,Sweden,SWE,1958.0,1904.4493,0.0,7391000.0
41363,Sweden,SWE,1959.0,1878.7936,0.0,7436000.0
41364,Sweden,SWE,1960.0,1873.8597,0.0,7483000.0
41365,Sweden,SWE,1961.0,1875.8333,0.0,7530000.0
41366,Sweden,SWE,1962.0,1863.9922,0.0,7580000.0
41367,Sweden,SWE,1963.0,1858.0715,0.0,7631000.0
41368,Sweden,SWE,1964.0,1827.4819,0.0,7687000.0
41369,Sweden,SWE,1965.0,1816.6276,0.0,7746000.0
41370,Sweden,SWE,1966.0,1802.8129999999999,0.0,7809000.0
41371,Sweden,SWE,1967.0,1772.2234,0.0,7876000.0
41372,Sweden,SWE,1968.0,1729.7926,0.0,7942000.0
41373,Sweden,SWE,1969.0,1707.0970000000002,0.0,8003000.0
41374,Sweden,SWE,1970.0,1707.0970000000002,0.0,8055000.0
41375,Sweden,SWE,1971.0,1675.2631,0.0,8096000.0
41376,Sweden,SWE,1972.0,1635.7161,0.0,8127000.0
41377,Sweden,SWE,1973.0,1620.2201,0.0,8152000.0
41378,Sweden,SWE,1974.0,1601.4701,0.0,8174000.0
41379,Sweden,SWE,1975.0,1577.8241,0.0,8197000.0
41380,Sweden,SWE,1976.0,1590.8451,0.0,8223000.0
41381,Sweden,SWE,1977.0,1560.8611,0.0,8251000.0
41382,Sweden,SWE,1978.0,1523.1381,0.0,8277000.0
41383,Sweden,SWE,1979.0,1513.8629999999998,0.0,8300000.0
41384,Sweden,SWE,1980.0,1516.8071,0.0,8316000.0
41385,Sweden,SWE,1981.0,1508.4111,0.0,8325000.0
41386,Sweden,SWE,1982.0,1522.5421,0.0,8329000.0
41387,Sweden,SWE,1983.0,1531.8391,0.0,8332000.0
41388,Sweden,SWE,1984.0,1534.0171,0.0,8340000.0
41389,Sweden,SWE,1985.0,1538.0541,0.0,8358000.0
41390,Sweden,SWE,1986.0,1536.0721,0.0,8385000.0
41391,Sweden,SWE,1987.0,1546.1901,0.0,8421000.0
41392,Sweden,SWE,1988.0,1565.7601,0.0,8465000.0
41393,Sweden,SWE,1989.0,1564.6121,0.0,8514000.0
41394,Sweden,SWE,1990.0,1560.9371,30933.63273,8567000.0
41395,Sweden,SWE,1991.0,1547.6721,30371.409260000004,8625000.0
41396,Sweden,SWE,1992.0,1565.2802,29843.97015,8687000.0
41397,Sweden,SWE,1993.0,1596.9991,29058.23558,8747000.0
41398,Sweden,SWE,1994.0,1635.2219,30031.822539999997,8798000.0
41399,Sweden,SWE,1995.0,1640.3448,31076.90485,8836000.0
41400,Sweden,SWE,1996.0,1653.0409,31498.44038,8859000.0
41401,Sweden,SWE,1997.0,1657.969,32393.4927,8869000.0
41402,Sweden,SWE,1998.0,1656.319,33743.96097,8871000.0
41403,Sweden,SWE,1999.0,1664.8116,35245.13771,8873000.0
41404,Sweden,SWE,2000.0,1642.0825,36854.868760000005,8882000.0
41405,Sweden,SWE,2001.0,1618.2073,37330.70497,8898000.0
41406,Sweden,SWE,2002.0,1594.8739,37980.98005,8921000.0
41407,Sweden,SWE,2003.0,1581.5632,38742.68026,8951000.0
41408,Sweden,SWE,2004.0,1605.5105,40257.92353,8991000.0
41409,Sweden,SWE,2005.0,1605.0636,41227.308710000005,9039000.0
41410,Sweden,SWE,2006.0,1599.1272,42918.01025,9096000.0
41411,Sweden,SWE,2007.0,1611.4955,44051.46761,9163000.0
41412,Sweden,SWE,2008.0,1616.8645,43466.14184,9236000.0
41413,Sweden,SWE,2009.0,1609.1475,40862.97013,9313000.0
41414,Sweden,SWE,2010.0,1635.0068,42942.5625,9390000.0
41415,Sweden,SWE,2011.0,1632.517,43755.06044,9467000.0
41416,Sweden,SWE,2012.0,1618.3754,43308.21447,9543000.0
41417,Sweden,SWE,2013.0,1608.7183,43475.80134,9618000.0
41418,Sweden,SWE,2014.0,1609.4229,44167.63187,9692000.0
41419,Sweden,SWE,2015.0,1610.0720000000001,45679.278,9765000.0
41420,Sweden,SWE,2016.0,1626.4591,46568.17715,9836000.0
41421,Sweden,SWE,2017.0,1609.2896,46949.28309,9905000.0
41422,Sweden,SWE,2018.0,0.0,0.0,9972000.0
41423,Sweden,SWE,2019.0,0.0,0.0,10036000.0
45674,United States,USA,1950.0,1989.2379999999998,0.0,158804000.0
45675,United States,USA,1951.0,2030.5599,0.0,160872000.0
45676,United States,USA,1952.0,2026.7347,0.0,163266000.0
45677,United States,USA,1953.0,2020.25,0.0,165910000.0
45678,United States,USA,1954.0,1997.0837,0.0,168736000.0
45679,United States,USA,1955.0,2004.5018,0.0,171684992.0
45680,United States,USA,1956.0,1989.365,0.0,174704992.0
45681,United States,USA,1957.0,1961.5238,0.0,177751008.0
45682,United States,USA,1958.0,1927.5476,0.0,180788000.0
45683,United States,USA,1959.0,1952.8529,0.0,183786000.0
45684,United States,USA,1960.0,1934.2875,0.0,186720992.0
45685,United States,USA,1961.0,1919.7972,0.0,189570000.0
45686,United States,USA,1962.0,1939.2451,0.0,192314000.0
45687,United States,USA,1963.0,1927.4596,0.0,194932000.0
45688,United States,USA,1964.0,1933.1255,0.0,197408000.0
45689,United States,USA,1965.0,1952.99,0.0,199734000.0
45690,United States,USA,1966.0,1961.7112,0.0,201896000.0
45691,United States,USA,1967.0,1938.9489,0.0,203904992.0
45692,United States,USA,1968.0,1935.2845,0.0,205806000.0
45693,United States,USA,1969.0,1935.9679,0.0,207659008.0
45694,United States,USA,1970.0,1891.412,0.0,209512992.0
45695,United States,USA,1971.0,1875.6472,0.0,211384000.0
45696,United States,USA,1972.0,1873.3199,0.0,213270000.0
45697,United States,USA,1973.0,1871.6733,0.0,215179008.0
45698,United States,USA,1974.0,1843.8124,0.0,217115008.0
45699,United States,USA,1975.0,1812.4165,0.0,219080992.0
45700,United States,USA,1976.0,1808.4502,0.0,221086000.0
45701,United States,USA,1977.0,1808.5083,0.0,223136000.0
45702,United States,USA,1978.0,1814.8193,0.0,225223008.0
45703,United States,USA,1979.0,1817.1194,0.0,227339008.0
45704,United States,USA,1980.0,1801.3328,0.0,229476000.0
45705,United States,USA,1981.0,1788.8071,0.0,231636000.0
45706,United States,USA,1982.0,1771.0435,0.0,233822000.0
45707,United States,USA,1983.0,1779.0808,0.0,236030000.0
45708,United States,USA,1984.0,1794.7220000000002,0.0,238256992.0
45709,United States,USA,1985.0,1800.7004,0.0,240500000.0
45710,United States,USA,1986.0,1780.5117,0.0,242763008.0
45711,United States,USA,1987.0,1787.9778,0.0,245052992.0
45712,United States,USA,1988.0,1797.7433,0.0,247372000.0
45713,United States,USA,1989.0,1809.9222,0.0,249726000.0
45714,United States,USA,1990.0,1795.5515,37062.130260000005,252120000.0
45715,United States,USA,1991.0,1787.2532,36543.08492,254539008.0
45716,United States,USA,1992.0,1775.0881,37321.12904,256991008.0
45717,United States,USA,1993.0,1790.0741,37843.573280000004,259532000.0
45718,United States,USA,1994.0,1807.9658,38891.6982,262240992.0
45719,United States,USA,1995.0,1817.5757,39476.26582,265164000.0
45720,United States,USA,1996.0,1823.6223,40500.79542,268335008.0
45721,United States,USA,1997.0,1828.6818,41811.63877,271713984.0
45722,United States,USA,1998.0,1839.5144,43166.08185,275175008.0
45723,United States,USA,1999.0,1841.6412,44672.54941,278548000.0
45724,United States,USA,2000.0,1844.9187,45986.05271,281711008.0
45725,United States,USA,2001.0,1823.8229,45977.54999,284608000.0
45726,United States,USA,2002.0,1806.9037,46366.57797,287279008.0
45727,United States,USA,2003.0,1791.0933,47260.041939999996,289816000.0
45728,United States,USA,2004.0,1789.9679,48597.337360000005,292355008.0
45729,United States,USA,2005.0,1787.3110000000001,49762.2379,294993984.0
45730,United States,USA,2006.0,1787.5776,50598.94836,297759008.0
45731,United States,USA,2007.0,1786.0842,51011.42503,300608000.0
45732,United States,USA,2008.0,1767.0127,50383.840560000004,303486016.0
45733,United States,USA,2009.0,1729.9553,48557.86764,306308000.0
45734,United States,USA,2010.0,1736.095,49374.178889999996,309011008.0
45735,United States,USA,2011.0,1745.0492,49793.71352,311584000.0
45736,United States,USA,2012.0,1745.4379999999999,50520.348289999994,314044000.0
45737,United States,USA,2013.0,1750.0786,51003.68599,316400992.0
45738,United States,USA,2014.0,1754.4224,51921.984639999995,318672992.0
45739,United States,USA,2015.0,1765.1826,53005.63615,320878016.0
45740,United States,USA,2016.0,1760.796,53399.359169999996,323016000.0
45741,United States,USA,2017.0,1757.2255,54225.44612000001,325084992.0
45742,United States,USA,2018.0,0.0,0.0,327096000.0
45743,United States,USA,2019.0,0.0,0.0,329064992.0
46872,Venezuela,VEN,1950.0,2179.0,0.0,5482000.0
46873,Venezuela,VEN,1951.0,2162.9802,0.0,5727000.0
46874,Venezuela,VEN,1952.0,2147.0784,0.0,5974000.0
46875,Venezuela,VEN,1953.0,2131.2932,0.0,6226000.0
46876,Venezuela,VEN,1954.0,2115.6243,0.0,6483000.0
46877,Venezuela,VEN,1955.0,2100.0706,0.0,6745000.0
46878,Venezuela,VEN,1956.0,2084.6311,0.0,7012000.0
46879,Venezuela,VEN,1957.0,2069.3052,0.0,7286000.0
46880,Venezuela,VEN,1958.0,2054.0918,0.0,7565000.0
46881,Venezuela,VEN,1959.0,2038.9904,0.0,7850000.0
46882,Venezuela,VEN,1960.0,2024.0,0.0,8142000.0
46883,Venezuela,VEN,1961.0,2016.5787,0.0,8439000.0
46884,Venezuela,VEN,1962.0,2009.1847,0.0,8743000.0
46885,Venezuela,VEN,1963.0,2001.8177,0.0,9053000.0
46886,Venezuela,VEN,1964.0,1994.4778,0.0,9369000.0
46887,Venezuela,VEN,1965.0,1987.1648,0.0,9692000.0
46888,Venezuela,VEN,1966.0,1979.8787,0.0,10023000.0
46889,Venezuela,VEN,1967.0,1972.6191,0.0,10360000.0
46890,Venezuela,VEN,1968.0,1965.3862,0.0,10702000.0
46891,Venezuela,VEN,1969.0,1958.1799,0.0,11048000.0
46892,Venezuela,VEN,1970.0,1951.0,0.0,11396000.0
46893,Venezuela,VEN,1971.0,1955.6555,0.0,11746000.0
46894,Venezuela,VEN,1972.0,1960.3223,0.0,12098000.0
46895,Venezuela,VEN,1973.0,1965.0,0.0,12454000.0
46896,Venezuela,VEN,1974.0,1969.5398,0.0,12817000.0
46897,Venezuela,VEN,1975.0,1974.0902,0.0,13190000.0
46898,Venezuela,VEN,1976.0,1978.651,0.0,13572000.0
46899,Venezuela,VEN,1977.0,1983.2224,0.0,13964000.0
46900,Venezuela,VEN,1978.0,1987.8043,0.0,14365000.0
46901,Venezuela,VEN,1979.0,1992.3969,0.0,14771000.0
46902,Venezuela,VEN,1980.0,1997.0,0.0,15183000.0
46903,Venezuela,VEN,1981.0,1985.9822,0.0,15598000.0
46904,Venezuela,VEN,1982.0,1975.0251,0.0,16018000.0
46905,Venezuela,VEN,1983.0,1964.1285,0.0,16443000.0
46906,Venezuela,VEN,1984.0,1953.2921,0.0,16877000.0
46907,Venezuela,VEN,1985.0,1942.5154,0.0,17320000.0
46908,Venezuela,VEN,1986.0,1931.7982,0.0,17772000.0
46909,Venezuela,VEN,1987.0,1921.1401,0.0,18233000.0
46910,Venezuela,VEN,1988.0,1910.5408,0.0,18699000.0
46911,Venezuela,VEN,1989.0,1900.0,0.0,19166000.0
46912,Venezuela,VEN,1990.0,1889.0,14450.68384,19633000.0
46913,Venezuela,VEN,1991.0,1878.4707,15490.076490000001,20096000.0
46914,Venezuela,VEN,1992.0,1868.0,16059.97594,20558000.0
46915,Venezuela,VEN,1993.0,1888.8833,15752.5068,21017000.0
46916,Venezuela,VEN,1994.0,1910.0,15054.657780000001,21475000.0
46917,Venezuela,VEN,1995.0,1915.2285,15323.49839,21931000.0
46918,Venezuela,VEN,1996.0,1920.4713,14981.625280000002,22386000.0
46919,Venezuela,VEN,1997.0,1925.7284,15618.839559999999,22838000.0
46920,Venezuela,VEN,1998.0,1931.0,15359.522830000002,23289000.0
46921,Venezuela,VEN,1999.0,1886.8966,14166.464880000001,23740000.0
46922,Venezuela,VEN,2000.0,1898.5117,14413.06332,24192000.0
46923,Venezuela,VEN,2001.0,1869.4724,14627.4273,24646000.0
46924,Venezuela,VEN,2002.0,1829.0203,13090.592059999999,25100000.0
46925,Venezuela,VEN,2003.0,1801.2109,11860.73286,25552000.0
46926,Venezuela,VEN,2004.0,1896.6949,13785.218219999999,25997000.0
46927,Venezuela,VEN,2005.0,1922.8501,14948.125109999999,26432000.0
46928,Venezuela,VEN,2006.0,1903.8516,16149.48034,26850000.0
46929,Venezuela,VEN,2007.0,0.0,17275.95936,27248000.0
46930,Venezuela,VEN,2008.0,0.0,17897.09846,27636000.0
46931,Venezuela,VEN,2009.0,0.0,17053.93131,28031000.0
46932,Venezuela,VEN,2010.0,0.0,16544.97206,28440000.0
46933,Venezuela,VEN,2011.0,0.0,16981.33549,28888000.0
46934,Venezuela,VEN,2012.0,0.0,17678.8125,29361000.0
46935,Venezuela,VEN,2013.0,0.0,17665.24,29781000.0
46936,Venezuela,VEN,2014.0,0.0,16745.02198,30043000.0
46937,Venezuela,VEN,2015.0,0.0,0.0,30082000.0
46938,Venezuela,VEN,2016.0,0.0,0.0,29851000.0
46939,Venezuela,VEN,2017.0,0.0,0.0,29402000.0
46940,Venezuela,VEN,2018.0,0.0,0.0,28887000.0
46941,Venezuela,VEN,2019.0,0.0,0.0,28516000.0
